[ 2, 2, 0, 720, 2.9200000762939, 375, 375, 1.5600001811981, 305, 0, 49, 9, 46, 250, 1.3650000095367, 1.2454212903976, 0.5, 327.77487182617, 0, 26.700000762939, 31.5, 25.200000762939, 240, 960, *0, 0,* 606.74279785156, 502.13558959961, 0, 0, 3, *5,* 840, 840, 3.5300004482269, 382.51354980469, 423, 1.7900002002716, 305, 0, 55, 9, 53, 250, 1.3700000047684, 1.2408759593964, 0.5, 310.11251831055, 0, 32.800003051758, 37, 29.800003051758, 3598.3532714844, -900.39068603516, 0, 1800, *264.87542724609,* 2, *1605, 1800,* 119, 250, 1, 3, *1676, 1800,* 109, 250, 1, -69, -70, -71, -72, -73, -74, -75, -76, -77, -78, -79, -80, -1, -1, -1, -1, 2, 550, 550, 0.5, 325, 0, 21, 4, 21, 250, 1, 1, 621.35400390625, 402.5009765625, 2, 550, 550, 0.5, 325, 0, 21, 4, 22, 250, 1, 1, 721.76916503906, 314.65841674805, 2, 550, 550, 0.5, 325, 0, 21, 4, 19, 250, 1, 1, 652.31378173828, 336.71014404297, 2, 300, 300, 2, 325, 0, 23.5, 6.25, 24, 250, 1, 1, 179.2092590332, 137.52212524414, 2, 0, 300, 2, 325, 0, 23.5, 6.25, 24, 250, 1, 1, 158.07696533203, 141.94352722168, 3, 550, 550, 0.5, 325, 0, 21, 4, 21, 250, 1, 1, 675.84887695313, 526.13952636719, 3, 497, 550, 0.5, 325, 0, 21, 4, 21, 250, 1, 1, 796.66534423828, 422.12106323242, 3, 494, 550, 0.5, 325, 0, 21, 4, 23, 250, 1, 1, 725.45843505859, 437.14538574219, 3, 168, 300, 2, 325, 0, 23.5, 6.25, 25, 250, 1, 1, 999.06115722656, 741.93157958984, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 90, 0, 200, 0, 0, 0, 2, 90, 0, 450, 0, 0, 0, 2, 90, 0, 700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 3, 90, 0, 200, 0, 0, 0, 3, 90, 0, 450, 0, 0, 0, 3, 90, 0, 700, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1 ]


[ 2, 2, 0, 720, 2.9200000762939, 375, 375, 1.5600001811981, 305, 0, 49, 9, 50, 250, 1.3650000095367, 1.2454212903976, 0.5, 314.81137084961, 0, 26.700000762939, 31.5, 25.200000762939, 221, 941, 0, 0, 73.844039916992, 195.34655761719, 0, 0, 3, 5, 840, 840, 3.5300004482269, 423, 423, 1.7900002002716, 305, 0, 55, 9, 57, 250, 1.3700000047684, 1.2408759593964, 0.5, 291.5007019043, 0, 32.800003051758, 37, 29.800003051758, 1477.6713867188, -1415.4077148438, 0, 1800, 249.87887573242, 2, 1790, 1800, 105, 250, 1, 3, 1772, 1800, 102, 250, 1, -69, -70, -71, -72, -73, -74, -75, -76, -77, -78, -79, -80, -1, -1, -1, -1, 2, 0, 550, 0.5, 325, 0, 21, 4, 22, 250, 1, 1, -685.65533447266, -583.19195556641, 2, 0, 550, 0.5, 325, 0, 21, 4, 20, 250, 1, 1, -669.23706054688, -378.91198730469, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 273, 550, 0.5, 325, 0, 21, 4, 21, 250, 1, 1, -584.57415771484, -402.8561706543, 3, 278, 550, 0.5, 325, 0, 21, 4, 21, 250, 1, 1, -777.74749755859, -644.53350830078, 3, 0, 550, 0.5, 325, 0, 21, 4, 22, 250, 1, 1, -609.36090087891, -593.48699951172, 3, 63, 300, 2, 325, 0, 23.5, 6.25, 22, 250, 1, 1, -437.34210205078, -272.89907836914, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 90, 0, 200, 0, 0, 0, 2, 90, 0, 450, 0, 0, 0, 2, 90, 0, 700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 3, 90, 0, 200, 0, 0, 0, 3, 90, 0, 450, 0, 0, 0, 3, 90, 0, 700, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1 ]


[ 2, 3, 0, 780, 3.190000295639, 399, 399, 1.6700000762939, 305, 0, 53, 9, 53, 250, 1.3999999761581, 1.2142857313156, 0.5, 719.26055908203, 0, 29.400001525879, 35, 27.400001525879, 296, 1516, 1, 0, -859.48724365234, -775.66925048828, 0, 0, 3, 9, 1017, 1060, 4.6100006103516, 209, 531, 2.2300002574921, 305, 0, 79, 9, 79, 250, 1.8599998950958, 0.91397857666016, 0.5, 717.17980957031, 0, 43.600006103516, 61, 38.600006103516, -644.89697265625, -513.02203369141, 0, 1800, 657.77954101563, 2, 1611, 1800, 107, 250, 1, 3, 1678, 1800, 106, 250, 1, -69, -70, -71, -72, -73, -74, -75, -76, -77, -78, -79, -80, -1, -1, -1, -1, 2, 0, 562, 0.5, 325, 0, 22, 4, 24, 250, 1, 1, -631.85180664063, -639.32366943359, 2, 0, 562, 0.5, 325, 0, 22, 4, 20, 250, 1, 1, -808.96429443359, -578.44085693359, 2, 0, 562, 0.5, 325, 0, 22, 4, 23, 250, 1, 1, -634.50695800781, -611.06555175781, 2, 0, 312, 2, 325, 0, 25.5, 6.25, 28, 250, 1, 1, -1071.2315673828, -820.97784423828, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 562, 562, 0.5, 325, 0, 22, 4, 21, 250, 1, 1, -682.45501708984, -697.89910888672, 3, 78, 562, 0.5, 325, 0, 22, 4, 22, 250, 1, 1, -710.291015625, -631.36090087891, 3, 562, 562, 0.5, 325, 0, 22, 4, 20, 250, 1, 1, -862.88098144531, -712.60540771484, 3, 216, 312, 2, 325, 0, 25.5, 6.25, 27, 250, 1, 1, -495.66482543945, -304.10543823242, 3, 312, 312, 2, 325, 0, 25.5, 6.25, 26, 250, 1, 1, -523.82983398438, -443.62957763672, 2, 90, 0, 200, 0, 0, 0, 2, 90, 0, 450, 0, 0, 0, 2, 90, 0, 700, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 4, 90, 0, 200, 6.7999939918518, 0, 0, 4, 90, 0, 450, 9.1999969482422, 0, 0, 4, 90, 0, 700, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 175, 80, 0, 118.5100479126, 0, 0, 1 ]


[ 2, 4, 1040, 1040, 56.459999084473, 423, 423, 27.159999847412, 305, 0, 56, 9, 53, 250, 1.6849999427795, 1.0089020729065, 0.5, 237.66372680664, 0, 42.100002288818, 38.5, 29.600002288818, 582, 2592, 2, 0, -6750, -6550, 0, 1800, 3, 15, 1320, 1320, 5.9300012588501, 651, 651, 2.7400004863739, 305, 0, 103, 9, 106, 250, 2.1199998855591, 0.80188685655594, 0.5, 1560.3739013672, 0, 56.800010681152, 85, 48.800010681152, -940.83532714844, -771.22143554688, 0, 1800, 1497.5744628906, -57, -58, -59, -60, -61, -62, 3, 1585, 1800, 116, 250, 1, -69, -70, -71, -72, -73, -74, -75, -76, -77, -78, -79, -80, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 90, 0, 200, 0, 0, 0, 3, 90, 0, 450, 0, 0, 0, 3, 90, 0, 700, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 4, 90, 0, 200, 0, 0, 0, 4, 90, 0, 450, 0, 0, 0, 4, 90, 0, 700, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 900, 0, 0, 0, 2, 200, 120, 0, 0, 0, 0, -1 ]
